2015-07	oeillng.kijicac.pgjijac.omhcjip.lnmhdij.gmlfple	2	2.2.3	8	21	None	malware	/space1/android/malware/2015/07/003bfd6fe2e2285c5162ee29d5bcf5ef.xml
2015-07	com.android.systemsetting	1	1.0	8	21	None	malware	/space1/android/malware/2015/07/004c19bf778f64ceaba4a8e0b8902488.xml
2015-07	com.hdc.bookmark243552	1	1.0	8	None	None	malware	/space1/android/malware/2015/07/006200ea6706c896c411619d9378fb54.xml
2015-07	com.server	1	5.2.0.0	3	None	None	malware	/space1/android/malware/2015/07/00a313bb8a89c493d984cbdb0840c8f0.xml
2015-07	org.goson.plist	9	2.2	8	19	None	malware	/space1/android/malware/2015/07/01577641dcaffbaa014639a16a38803a.xml
